permit_number;permit_type;filed_date;issued_date;completed_date;current_status;neighborhood;estimated_cost;days_to_issue;days_to_complete;year
201303152313;otc alterations permit;2013-03-15;2013-03-19;2013-04-19;complete;Nob Hill;15000.0;4.0;35.0;2013
201303152312;otc alterations permit;2013-03-15;2013-03-15;2013-05-23;complete;Sunset/Parkside;500.0;0.0;69.0;2013
201303152314;otc alterations permit;2013-03-15;2013-03-15;2013-05-29;complete;Outer Richmond;1.0;0.0;75.0;2013
M378327;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Unknown;NULL;0.0;NULL;2013
M378347;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2013
201303152315;otc alterations permit;2013-03-15;2013-06-24;2014-06-02;complete;Presidio Heights;30000.0;101.0;444.0;2013
201303152316;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;West of Twin Peaks;20000.0;0.0;NULL;2013
201303152317;otc alterations permit;2013-03-15;2013-03-15;2013-05-13;complete;Sunset/Parkside;500.0;0.0;59.0;2013
M378367;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Hayes Valley;NULL;0.0;NULL;2013
201303152319;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Outer Mission;5000.0;0.0;NULL;2013
201303152320;otc alterations permit;2013-03-15;2013-03-18;2013-11-20;complete;West of Twin Peaks;130000.0;3.0;250.0;2013
201303152322;otc alterations permit;2013-03-15;2013-03-15;2013-12-17;complete;West of Twin Peaks;5000.0;0.0;277.0;2013
201303152323;additions alterations or repairs;2013-03-15;2013-05-30;2013-07-18;complete;Potrero Hill;15000.0;76.0;125.0;2013
201303152324;otc alterations permit;2013-03-15;2013-03-15;2013-04-10;complete;Twin Peaks;9000.0;0.0;26.0;2013
201303152326;otc alterations permit;2013-03-15;2013-03-19;2013-10-11;complete;Financial District/South Beach;150000.0;4.0;210.0;2013
201303152327;otc alterations permit;2013-03-15;2013-03-22;NULL;issued;Financial District/South Beach;50000.0;7.0;NULL;2013
201303152328;otc alterations permit;2013-03-15;2013-03-15;2013-03-18;complete;West of Twin Peaks;1495.0;0.0;3.0;2013
201303152329;otc alterations permit;2013-03-15;2013-04-25;2014-01-03;complete;South of Market;118700.0;41.0;294.0;2013
201303152283;otc alterations permit;2013-03-15;2013-03-15;2013-11-06;complete;Outer Richmond;6000.0;0.0;236.0;2013
201303152330;otc alterations permit;2013-03-15;2013-03-15;2013-03-20;complete;Chinatown;1.0;0.0;5.0;2013
201303152331;otc alterations permit;2013-03-15;2013-03-19;2013-04-12;complete;West of Twin Peaks;18000.0;4.0;28.0;2013
M378387;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;North Beach;NULL;0.0;NULL;2013
M378407;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2013
201303152332;otc alterations permit;2013-03-15;2013-03-19;NULL;issued;Noe Valley;20000.0;4.0;NULL;2013
201303152333;otc alterations permit;2013-03-15;2013-03-15;2013-03-27;complete;Castro/Upper Market;1.0;0.0;12.0;2013
201303152335;additions alterations or repairs;2013-03-15;2013-04-16;NULL;expired;Pacific Heights;7000.0;32.0;NULL;2013
201303152334;otc alterations permit;2013-03-15;2013-03-15;2013-04-15;complete;Unknown;7000.0;0.0;31.0;2013
201303152334;otc alterations permit;2013-03-15;2013-03-15;2013-04-15;complete;Russian Hill;7000.0;0.0;31.0;2013
201303152336;otc alterations permit;2013-03-15;2013-03-15;2013-03-27;complete;Castro/Upper Market;1.0;0.0;12.0;2013
M378427;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Nob Hill;NULL;0.0;NULL;2013
M378447;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Inner Richmond;NULL;0.0;NULL;2013
201303152338;otc alterations permit;2013-03-15;2013-03-15;2013-09-20;complete;Nob Hill;29000.0;0.0;189.0;2013
M378467;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Tenderloin;NULL;0.0;NULL;2013
201303152339;otc alterations permit;2013-03-15;2013-03-19;2013-05-01;complete;Excelsior;20000.0;4.0;47.0;2013
201303152340;otc alterations permit;2013-03-15;2013-03-19;2013-09-03;complete;Outer Mission;1.0;4.0;172.0;2013
201303152343;additions alterations or repairs;2013-03-15;2013-08-09;2014-01-28;complete;Mission;25000.0;147.0;319.0;2013
201303152321;additions alterations or repairs;2013-03-15;2013-11-15;2014-04-02;complete;Castro/Upper Market;8000.0;245.0;383.0;2013
M378487;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;North Beach;NULL;0.0;NULL;2013
201303152345;otc alterations permit;2013-03-15;2013-03-18;NULL;issued;Castro/Upper Market;50000.0;3.0;NULL;2013
201303152346;otc alterations permit;2013-03-15;2013-06-03;2013-08-16;complete;Bernal Heights;6600.0;80.0;154.0;2013
201303152342;otc alterations permit;2013-03-15;2013-03-19;2013-10-30;complete;Outer Richmond;40000.0;4.0;229.0;2013
201303152344;otc alterations permit;2013-03-15;2013-03-15;2013-05-17;complete;Russian Hill;13000.0;0.0;63.0;2013
201303152347;otc alterations permit;2013-03-15;2013-03-15;2015-02-12;complete;Hayes Valley;5000.0;0.0;699.0;2013
201303152348;otc alterations permit;2013-03-15;2013-03-15;2013-04-29;complete;Mission;20000.0;0.0;45.0;2013
201303152349;otc alterations permit;2013-03-15;2013-03-15;2013-03-15;issued;Pacific Heights;1.0;0.0;0.0;2013
201303152350;otc alterations permit;2013-03-15;2013-03-15;2013-04-12;complete;Russian Hill;1.0;0.0;28.0;2013
201303152352;otc alterations permit;2013-03-15;2013-03-15;2013-03-21;complete;Marina;1.0;0.0;6.0;2013
201303152337;otc alterations permit;2013-03-15;2013-03-15;2013-03-29;complete;Marina;8200.0;0.0;14.0;2013
201303152351;otc alterations permit;2013-03-15;2013-03-25;2013-06-27;complete;Bernal Heights;50000.0;10.0;104.0;2013
201303152353;otc alterations permit;2013-03-15;2013-03-15;2013-03-21;complete;Marina;1.0;0.0;6.0;2013
201303152354;otc alterations permit;2013-03-15;2013-03-15;2013-03-21;complete;Marina;1.0;0.0;6.0;2013
M378507;otc alterations permit;2013-03-15;2013-03-15;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2013
201303152355;otc alterations permit;2013-03-15;2013-03-15;2013-03-21;complete;Marina;1.0;0.0;6.0;2013
201303152356;otc alterations permit;2013-03-15;2013-08-15;2014-03-19;complete;Financial District/South Beach;234575.0;153.0;369.0;2013
201303152357;otc alterations permit;2013-03-15;2013-03-15;2013-03-26;complete;Outer Richmond;8350.0;0.0;11.0;2013
201303152360;otc alterations permit;2013-03-15;2013-03-15;2013-03-26;complete;Seacliff;8462.0;0.0;11.0;2013
201303152359;otc alterations permit;2013-03-15;2013-04-01;NULL;issued;Financial District/South Beach;3500.0;17.0;NULL;2013
201303152361;otc alterations permit;2013-03-15;2013-04-03;2013-12-26;complete;Castro/Upper Market;1.0;19.0;286.0;2013
201303152362;otc alterations permit;2013-03-15;2013-03-15;NULL;cancelled;Noe Valley;1.0;0.0;NULL;2013
201303152363;otc alterations permit;2013-03-15;2013-03-20;2015-02-09;complete;Pacific Heights;25000.0;5.0;696.0;2013
201303152358;otc alterations permit;2013-03-15;2013-03-15;2014-06-12;complete;Castro/Upper Market;7500.0;0.0;454.0;2013
201303152364;otc alterations permit;2013-03-15;2013-03-15;2013-08-02;complete;Pacific Heights;1.0;0.0;140.0;2013
M378527;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2013
M378528;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Presidio Heights;NULL;0.0;NULL;2013
M378529;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Noe Valley;NULL;0.0;NULL;2013
201303182365;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Sunset/Parkside;12098.0;0.0;NULL;2013
201303182366;otc alterations permit;2013-03-18;2013-03-18;2013-04-09;complete;Pacific Heights;14732.0;0.0;22.0;2013
201303182367;sign - erect;2013-03-18;2013-03-18;2013-05-01;complete;South of Market;3000.0;0.0;44.0;2013
201303182370;otc alterations permit;2013-03-18;2013-03-18;2013-04-05;complete;Glen Park;2000.0;0.0;18.0;2013
201303182369;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Haight Ashbury;12750.0;0.0;NULL;2013
201303182371;otc alterations permit;2013-03-18;2013-03-18;2013-04-03;complete;Portola;2496.0;0.0;16.0;2013
M378547;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2013
201303182368;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Chinatown;4750.0;0.0;NULL;2013
201303182377;otc alterations permit;2013-03-18;2013-03-18;2014-02-04;complete;Pacific Heights;20000.0;0.0;323.0;2013
201303182372;otc alterations permit;2013-03-18;2013-03-18;2013-04-05;complete;Sunset/Parkside;15000.0;0.0;18.0;2013
M378567;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Marina;NULL;0.0;NULL;2013
201303182373;otc alterations permit;2013-03-18;2013-03-18;2013-04-17;complete;Twin Peaks;3098.0;0.0;30.0;2013
201303182378;otc alterations permit;2013-03-18;2013-03-18;2013-08-26;complete;Pacific Heights;30000.0;0.0;161.0;2013
201303182379;otc alterations permit;2013-03-18;2013-03-18;2013-05-15;complete;Mission;2000.0;0.0;58.0;2013
201303182380;otc alterations permit;2013-03-18;2013-03-18;2013-05-02;complete;Russian Hill;26000.0;0.0;45.0;2013
201303182374;otc alterations permit;2013-03-18;2013-03-18;2014-09-30;complete;Outer Mission;1684.0;0.0;561.0;2013
201303182381;otc alterations permit;2013-03-18;2013-03-18;2013-07-26;complete;West of Twin Peaks;2500.0;0.0;130.0;2013
201303182382;otc alterations permit;2013-03-18;2013-03-18;NULL;expired;Bernal Heights;25000.0;0.0;NULL;2013
201303182384;otc alterations permit;2013-03-18;2013-03-21;2013-06-06;complete;Pacific Heights;500.0;3.0;80.0;2013
201303182385;otc alterations permit;2013-03-18;2013-03-18;2013-06-25;complete;Financial District/South Beach;500.0;0.0;99.0;2013
201303182375;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Western Addition;12619.0;0.0;NULL;2013
M378588;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2013
201303182386;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Financial District/South Beach;9500.0;0.0;NULL;2013
201303182376;otc alterations permit;2013-03-18;2013-03-18;2013-04-11;complete;Noe Valley;1200.0;0.0;24.0;2013
201303182387;otc alterations permit;2013-03-18;2013-03-18;2013-07-05;complete;Western Addition;16000.0;0.0;109.0;2013
201303182388;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Bernal Heights;1.0;0.0;NULL;2013
M378607;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Inner Richmond;NULL;0.0;NULL;2013
M378627;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Noe Valley;NULL;0.0;NULL;2013
201303182389;otc alterations permit;2013-03-18;2013-03-18;2014-02-12;complete;Excelsior;2000.0;0.0;331.0;2013
201303182390;otc alterations permit;2013-03-18;2013-03-27;2013-07-16;complete;West of Twin Peaks;15000.0;9.0;120.0;2013
M378647;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Marina;NULL;0.0;NULL;2013
201303182391;additions alterations or repairs;2013-03-18;NULL;NULL;approved;Castro/Upper Market;24960.0;NULL;NULL;2013
M378667;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Noe Valley;NULL;0.0;NULL;2013
M378687;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Russian Hill;NULL;0.0;NULL;2013
M378707;otc alterations permit;2013-03-18;2013-03-18;NULL;reinstated;Western Addition;NULL;0.0;NULL;2013
201303182392;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Lakeshore;1975.0;0.0;NULL;2013
201303182393;otc alterations permit;2013-03-18;2013-03-18;2013-04-15;complete;Tenderloin;10861.0;0.0;28.0;2013
201303182394;otc alterations permit;2013-03-18;2013-04-10;2013-09-10;complete;Visitacion Valley;40000.0;23.0;176.0;2013
201303182395;otc alterations permit;2013-03-18;NULL;NULL;filed;Mission;742000.0;NULL;NULL;2013
201303182396;otc alterations permit;2013-03-18;2013-03-18;2013-05-16;complete;Oceanview/Merced/Ingleside;1.0;0.0;59.0;2013
M378727;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2013
201303182398;otc alterations permit;2013-03-18;2013-03-18;NULL;expired;Inner Richmond;6000.0;0.0;NULL;2013
201303182397;otc alterations permit;2013-03-18;2013-03-18;2013-08-22;complete;West of Twin Peaks;15000.0;0.0;157.0;2013
201303182399;otc alterations permit;2013-03-18;2013-03-18;2013-04-26;complete;Glen Park;10000.0;0.0;39.0;2013
M378747;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Outer Richmond;NULL;0.0;NULL;2013
201303182400;additions alterations or repairs;2013-03-18;NULL;NULL;approved;Inner Richmond;1.0;NULL;NULL;2013
201303182402;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Financial District/South Beach;6800.0;0.0;NULL;2013
201303182401;otc alterations permit;2013-03-18;2013-03-18;2013-09-04;complete;Hayes Valley;50000.0;0.0;170.0;2013
201303182404;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Haight Ashbury;1500.0;0.0;NULL;2013
201303182405;otc alterations permit;2013-03-18;2013-03-18;2013-04-09;complete;Financial District/South Beach;175000.0;0.0;22.0;2013
201303182406;otc alterations permit;2013-03-18;2013-03-20;2013-10-31;complete;Mission;3800.0;2.0;227.0;2013
201303182407;otc alterations permit;2013-03-18;2013-03-18;2013-04-11;complete;Excelsior;2100.0;0.0;24.0;2013
201303182408;otc alterations permit;2013-03-18;2013-03-18;2013-05-14;complete;Inner Richmond;4500.0;0.0;57.0;2013
201303182409;otc alterations permit;2013-03-18;2013-03-18;2013-04-17;complete;Mission;1.0;0.0;30.0;2013
201303182410;otc alterations permit;2013-03-18;2013-03-19;2013-06-19;complete;West of Twin Peaks;32000.0;1.0;93.0;2013
201303182411;otc alterations permit;2013-03-18;2013-03-19;2013-05-06;complete;Twin Peaks;22000.0;1.0;49.0;2013
M378587;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Russian Hill;NULL;0.0;NULL;2013
M378787;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2013
201303182413;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Mission Bay;32445.0;0.0;NULL;2013
201303182412;otc alterations permit;2013-03-18;2013-04-11;2013-05-28;complete;Lone Mountain/USF;3500.0;24.0;71.0;2013
201303182414;otc alterations permit;2013-03-18;2013-03-18;2013-06-26;complete;Pacific Heights;19000.0;0.0;100.0;2013
201303182415;otc alterations permit;2013-03-18;2013-03-18;NULL;expired;Oceanview/Merced/Ingleside;2000.0;0.0;NULL;2013
201303182417;otc alterations permit;2013-03-18;2013-03-26;NULL;issued;Glen Park;45000.0;8.0;NULL;2013
201303182418;otc alterations permit;2013-03-18;2013-03-18;2013-09-27;complete;Sunset/Parkside;5000.0;0.0;193.0;2013
201303182420;wall or painted sign;2013-03-18;2013-04-11;2013-05-28;complete;Lone Mountain/USF;3500.0;24.0;71.0;2013
M378767;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Pacific Heights;NULL;0.0;NULL;2013
201303182421;otc alterations permit;2013-03-18;2013-03-18;2013-03-21;complete;Mission;1.0;0.0;3.0;2013
201303182422;otc alterations permit;2013-03-18;NULL;NULL;filed;Mission;8000.0;NULL;NULL;2013
201303182423;otc alterations permit;2013-03-18;2013-03-18;2013-04-11;complete;Bernal Heights;10600.0;0.0;24.0;2013
201303182425;additions alterations or repairs;2013-03-18;2016-08-09;NULL;issued;Outer Richmond;100000.0;1240.0;NULL;2013
201303182424;new construction wood frame;2013-03-18;2014-11-18;2016-10-04;complete;Noe Valley;500000.0;610.0;1296.0;2013
201303182426;otc alterations permit;2013-03-18;2013-03-18;2013-04-30;complete;Outer Richmond;10000.0;0.0;43.0;2013
201303182427;otc alterations permit;2013-03-18;2013-03-18;2013-04-17;complete;Inner Sunset;12820.0;0.0;30.0;2013
201303182429;otc alterations permit;2013-03-18;2013-03-18;NULL;expired;Noe Valley;30000.0;0.0;NULL;2013
201303182428;demolitions;2013-03-18;2014-11-18;NULL;issued;Noe Valley;3000.0;610.0;NULL;2013
201303182403;otc alterations permit;2013-03-18;2013-03-18;2013-07-23;complete;Marina;8000.0;0.0;127.0;2013
M378807;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Pacific Heights;NULL;0.0;NULL;2013
201303182430;additions alterations or repairs;2013-03-18;2014-01-17;2014-04-03;complete;North Beach;3000.0;305.0;381.0;2013
M378827;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Pacific Heights;NULL;0.0;NULL;2013
201303182431;otc alterations permit;2013-03-18;2013-03-19;2013-03-29;complete;Outer Mission;1000.0;1.0;11.0;2013
M378847;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Mission;NULL;0.0;NULL;2013
201303182432;otc alterations permit;2013-03-18;2013-03-19;2013-06-06;complete;Seacliff;30000.0;1.0;80.0;2013
201303182433;otc alterations permit;2013-03-18;2013-03-20;2013-05-31;complete;Bayview Hunters Point;10000.0;2.0;74.0;2013
201303182434;otc alterations permit;2013-03-18;2013-03-18;2013-06-21;complete;Castro/Upper Market;10000.0;0.0;95.0;2013
201303182435;otc alterations permit;2013-03-18;2013-03-18;2013-09-06;complete;Outer Mission;1.0;0.0;172.0;2013
201303182436;otc alterations permit;2013-03-18;2013-03-19;2013-05-31;complete;Mission;1.0;1.0;74.0;2013
201303182438;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Financial District/South Beach;2056.0;0.0;NULL;2013
M378867;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;South of Market;NULL;0.0;NULL;2013
201303182439;otc alterations permit;2013-03-18;2013-03-18;2013-04-03;complete;Noe Valley;11500.0;0.0;16.0;2013
201303182443;otc alterations permit;2013-03-18;2013-03-20;2013-10-10;complete;Inner Sunset;2000.0;2.0;206.0;2013
201303182442;otc alterations permit;2013-03-18;2013-03-19;2013-04-25;complete;Castro/Upper Market;1400.0;1.0;38.0;2013
M378887;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Presidio Heights;NULL;0.0;NULL;2013
201303182444;otc alterations permit;2013-03-18;2013-03-18;2013-08-20;complete;Haight Ashbury;50000.0;0.0;155.0;2013
201303182445;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Portola;6000.0;0.0;NULL;2013
201303182447;otc alterations permit;2013-03-18;2013-03-18;2013-04-22;complete;Glen Park;16109.0;0.0;35.0;2013
201303182446;additions alterations or repairs;2013-03-18;2014-11-13;2017-06-27;complete;Pacific Heights;64000.0;605.0;1562.0;2013
M378907;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Mission;NULL;0.0;NULL;2013
M378927;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Excelsior;NULL;0.0;NULL;2013
201303182449;otc alterations permit;2013-03-18;2013-03-18;2013-07-19;complete;Oceanview/Merced/Ingleside;22000.0;0.0;123.0;2013
201303182450;otc alterations permit;2013-03-18;2013-03-18;2013-04-03;complete;Mission;7000.0;0.0;16.0;2013
201303182452;otc alterations permit;2013-03-18;2013-03-18;NULL;issued;Hayes Valley;29932.0;0.0;NULL;2013
